repeat,partition_seed,method,n_observations,V_RMSE,V_MAE,V_R2,V_NLL,V_CRPS,V_NRMSE,V_NMAE,V_normalized_NLL,V_normalized_CRPS,V_normalization_location,V_normalization_scale,TD_RMSE,TD_MAE,TD_R2,TD_NLL,TD_CRPS,TD_NRMSE,TD_NMAE,TD_normalized_NLL,TD_normalized_CRPS,TD_normalization_location,TD_normalization_scale,macro_NRMSE,macro_NMAE,macro_R2,macro_normalized_NLL,macro_normalized_CRPS,macro_raw_RMSE,macro_raw_MAE,macro_raw_NLL,macro_raw_CRPS,n_samples,n_targets
6,6,Model Selection + Bagging,50,0.8019297988611772,0.6377014786591374,0.841762086058069,1.2366658906098913,0.46126080031888,0.3977912944521673,0.316327061333947,0.5355723011141721,0.22880497906357686,7.626792999999999,2.0159561308790925,0.8180051350836632,0.6439703206949393,0.5975215862072079,1.2327119867811183,0.4626771023785907,0.6344118644798441,0.49943746597626804,0.9785417446267506,0.35883374148025643,3.50061688,1.2893912943358141,0.5161015794660058,0.4078822636551075,0.7196418361326384,0.7570570228704614,0.29381936027191663,0.8099674669724202,0.6408358996770384,1.2346889386955047,0.4619689513487354,50,2
7,7,Single GP,50,0.9217482264969539,0.7485290117698803,0.7909440816423555,2.162363183141856,0.5639784174124155,0.4572263316538588,0.371302232377185,1.4612695936461362,0.279757286765205,7.626792999999999,2.0159561308790925,0.7485517975768607,0.6029663272598119,0.6629655861732892,1.4633553649790825,0.43699117701496887,0.5805466508616778,0.4676364187571233,1.209185122824715,0.3389127714252716,3.50061688,1.2893912943358141,0.5188864912577683,0.41946932556715416,0.7269548339078223,1.3352273582354255,0.3093350290952383,0.8351500120369073,0.6757476695148461,1.8128592740604692,0.5004847972136922,50,2
7,7,Model Selection,50,0.8255248516808432,0.6592330886864288,0.8323134810255572,1.265280984494882,0.4713264211640137,0.40949544438789887,0.32700765586548697,0.5641873949991634,0.23379795519582236,7.626792999999999,2.0159561308790925,0.7329133765554423,0.5743628224493367,0.6769008398992917,1.615178208622253,0.4239532008125601,0.5684181208412592,0.4454526914928491,1.3610079664678858,0.3288010417589682,3.50061688,1.2893912943358141,0.48895678261457903,0.386230173679168,0.7546071604624245,0.9625976807335246,0.28129949847739527,0.7792191141181428,0.6167979555678827,1.4402295965585674,0.44763981098828687,50,2
7,7,Model Selection + Bagging,50,0.8026767230876796,0.6563783602984736,0.8414671805088958,1.22094939939235,0.4581736772320323,0.3981618006427841,0.3255915891444763,0.5198558098966312,0.22727363468580908,7.626792999999999,2.0159561308790925,0.772313606254888,0.6328585399331221,0.6412285259643338,1.2311897046465938,0.4458020292898082,0.5989753534459211,0.490819615979428,0.9770194624922258,0.34574611388193666,3.50061688,1.2893912943358141,0.49856857704435265,0.40820560256195215,0.7413478532366148,0.7484376361944285,0.28650987428387287,0.7874951646712838,0.6446184501157979,1.2260695520194718,0.4519878532609203,50,2
8,8,Single GP,50,0.8623878248604215,0.7044573220113449,0.8170033756209482,1.6702557165859668,0.5155189556417656,0.4277810472415203,0.34944079944048895,0.9691621270902487,0.2557193322540033,7.626792999999999,2.0159561308790925,0.8083989702839519,0.5966437377742665,0.6069190146528374,1.4025173198374037,0.4492226966843299,0.6269617096339796,0.4627328727867725,1.1483470776830362,0.3483990458580937,3.50061688,1.2893912943358141,0.52737137843775,0.4060868361136307,0.7119611951368927,1.0587546023866425,0.3020591890560485,0.8353933975721868,0.6505505298928057,1.5363865182116854,0.4823708261630478,50,2
8,8,Model Selection,50,0.7845183220173165,0.6354810252171954,0.8485588052886707,1.208816972349266,0.44949711037915757,0.38915446125070874,0.3152256219683129,0.5077233828535472,0.22296968842429457,7.626792999999999,2.0159561308790925,0.7416190476640587,0.5649666587291462,0.6691795987668848,1.3285086073740446,0.4146203123723214,0.5751698890181188,0.43816540503336454,1.0743383652196774,0.3215628290602806,3.50061688,1.2893912943358141,0.4821621751344138,0.37669551350083874,0.7588692020277777,0.7910308740366123,0.2722662587422876,0.7630686848406876,0.6002238419731708,1.2686627898616554,0.4320587113757395,50,2
8,8,Model Selection + Bagging,50,0.8568883287505128,0.6911321711157504,0.8193298934459388,1.2636037165799232,0.4818719789121689,0.425053063221595,0.3428309577423049,0.5625101270842037,0.23902900044855657,7.626792999999999,2.0159561308790925,0.8001052989132187,0.6264952442000905,0.614943174535695,1.2149761954853435,0.448782524355059,0.6205294718740643,0.48588449988163446,0.9608059533309753,0.3480576659129951,3.50061688,1.2893912943358141,0.5227912675478297,0.41435772881196964,0.7171365339908169,0.7616580402075894,0.29354333318077586,0.8284968138318658,0.6588137076579205,1.2392899560326334,0.46532725163361394,50,2
9,9,Single GP,50,0.8724720096245533,0.6842449924132045,0.8126986742144939,1.6499450595834302,0.5110828684957593,0.43278323186730105,0.3394146241242004,0.9488514700877114,0.2535188443177545,7.626792999999999,2.0159561308790925,0.8765432853834793,0.6758282075180526,0.5378560550571236,1.451739867089684,0.49268640612546927,0.6798116981509487,0.5241451609661923,1.1975696249353152,0.3821077498272236,3.50061688,1.2893912943358141,0.5562974650091248,0.4317798925451964,0.6752773646358088,1.0732105475115132,0.31781329707248906,0.8745076475040163,0.6800365999656286,1.550842463336557,0.5018846373106143,50,2
9,9,Model Selection,50,0.8535439742180821,0.706841344545536,0.8207374182144418,1.2965169831610022,0.49178874245938686,0.4233941211041529,0.3506233760341331,0.5954233936652831,0.24394813702862364,7.626792999999999,2.0159561308790925,0.8912258275027084,0.7141813308451507,0.5222440986632415,1.4215738378121214,0.508573012783963,0.691198886961458,0.5538903000062807,1.1674035956577538,0.39442876264023263,3.50061688,1.2893912943358141,0.5572965040328055,0.4522568380202069,0.6714907584388417,0.8814134946615184,0.3191884498344281,0.8723849008603952,0.7105113376953434,1.3590454104865617,0.500180877621675,50,2
9,9,Model Selection + Bagging,50,0.909842546307282,0.7535136249648338,0.7963097089657283,1.3332934063499837,0.5195396234286426,0.45132060781031447,0.3737748125680945,0.6321998168542644,0.2577137545161204,7.626792999999999,2.0159561308790925,0.9436080971457417,0.7838417119583121,0.46443294903022125,1.3624359937083113,0.5352486157028852,0.7318244673210774,0.6079160883136577,1.1082657515539445,0.4151172867803487,3.50061688,1.2893912943358141,0.5915725375656959,0.49084545044087613,0.6303713289979748,0.8702327842041044,0.33641552064823455,0.9267253217265119,0.7686776684615729,1.3478647000291475,0.5273941195657639,50,2
