repeat,partition_seed,calibration_method,observation_id,outer_fold,T_true,T_mean,T_std,T_lower,T_upper,P_true,P_mean,P_std,P_lower,P_upper,TD_true,TD_mean,TD_std,TD_lower,TD_upper
2,2,uncalibrated,29,0,310.24,310.1530673461508,1.0669366726581313,308.39811269040155,311.90802200190006,305.92,397.2872749469234,184.46185154428147,93.8745294001281,700.7000204937187,5.99,5.8690541635572355,1.3364867287538065,3.6707291203940295,8.067379206720442
2,2,uncalibrated,30,0,305.2,305.862676286024,1.269142202920751,303.77512313043263,307.95022944161536,2372.98,1741.4716784354791,259.74037829780974,1314.2367751265795,2168.7065817443786,10.28,8.572204845108276,1.5704528573998053,5.989039766657903,11.155369923558649
2,2,uncalibrated,31,4,307.79,307.6066456176565,0.8777339157418617,306.1629018028502,309.05038943246285,1236.45,1260.3281675941066,237.4976027117806,869.6793743813547,1650.9769608068586,12.82,11.1351746028309,0.9953071062135941,9.498040099244896,12.772309106416905
2,2,uncalibrated,32,2,309.58,309.57763056283477,1.1289179334274806,307.720725805506,311.43453532016355,717.28,527.3095015086626,212.90300427454795,177.11522273880774,877.5037802785175,6.31,6.080296604029233,1.56895398112789,3.499596957651073,8.660996250407393
2,2,uncalibrated,33,3,311.54,311.1270626526299,0.9134837720446641,309.6245155570209,312.62960974823886,686.14,633.316679504225,284.8565132824534,164.76941047083147,1101.8639485376186,4.98,3.7723563859163995,1.7274819332520213,0.9309014625136727,6.613811309319127
2,2,uncalibrated,34,4,308.55,309.2383187391633,1.5989270681921657,306.6083177518165,311.86831972651004,367.47,457.4122162618279,319.6974854315557,-68.44335217753178,983.2677847011876,5.43,4.9724090402928205,1.8727099330163959,1.8920753147427543,8.052742765842886
2,2,uncalibrated,35,1,306.8,307.189733545128,1.602622544630265,304.5536540399587,309.82581305029726,554.95,586.9863121132912,214.69004637442177,233.85261066394395,940.1200135626384,12.78,11.392396300563194,1.4475611092504845,9.01137015977864,13.773422441347748
2,2,uncalibrated,36,1,307.12,307.87127737658074,1.1324325443921088,306.0085915986595,309.73396315450196,2075.38,1660.653470307654,259.8843831872124,1233.1817000341216,2088.1252405811865,5.9,7.311787982006633,1.5578674542525128,4.749324049569732,9.874251914443533
2,2,uncalibrated,37,4,309.05,308.9460268502802,0.9836542288489816,307.32805962429177,310.5639940762686,1337.07,1329.3414147717647,314.8630538817089,811.4377786014193,1847.24505094211,4.68,4.503875788689054,1.552745114742401,1.9498373549738375,7.057914222404271
2,2,uncalibrated,38,3,307.56,307.91740266355214,1.3834127070521542,305.64189125478663,310.19291407231765,316.18,433.5814507024646,340.4014486721589,-126.32910676547112,993.4920081704004,8.14,6.387804994307456,1.899459975473951,3.2634713643999747,9.512138624214938
2,2,uncalibrated,39,4,312.34,312.30754629292676,2.018937326081559,308.9866899095338,315.6284026763197,106.38,290.6464923105368,453.51309988682056,-455.316174908305,1036.6091595293788,5.13,4.926167353025198,2.909782219332368,0.14000151591744991,9.712333190132945
2,2,uncalibrated,40,4,309.58,308.50302961556224,1.5002793923607012,306.0352896155972,310.9707696155273,435.02,396.0058369781539,217.84820397054241,37.67742855234326,754.3342454039646,7.83,8.657174519542647,1.3612516913869739,6.418114737770957,10.896234301314337
2,2,uncalibrated,41,2,307.48,307.3785781306582,0.9367354942259036,305.8377853554865,308.91937090582985,1296.42,947.3414426347179,214.78607322602412,594.0497910702277,1300.633094199208,8.74,8.579498459174406,1.2968475401067066,6.446374079226796,10.712622839122016
2,2,uncalibrated,42,3,304.47,304.57637388105434,1.3826142951293139,302.30217574303595,306.85057201907273,451.73,682.3908041185407,378.93463608183237,59.09879358180274,1305.6828146552787,7.37,8.034718079122829,2.0904127552453464,4.596295076831902,11.473141081413756
2,2,uncalibrated,43,4,311.63,311.7096719229935,1.6979309871236135,308.91682398050995,314.50251986547704,91.86,149.2997253430715,359.6724974162385,-442.3088865467222,740.9083372328652,2.46,2.146017811071074,2.27504783085226,-1.5961028649943443,5.888138487136493
2,2,uncalibrated,44,1,312.52,312.20650862845156,1.4452261985522328,309.8293230739976,314.5836941829055,220.1,414.90347696901483,272.08137134857697,-32.6305535196222,862.4375074576519,1.31,1.933992198181886,1.639912704052336,-0.7634241609623942,4.631408557326166
2,2,uncalibrated,45,2,312.59,312.84926832687034,1.0541708880341396,311.11531151826074,314.58322513547995,188.63,228.75222952329318,276.2150148166975,-225.5810394164061,683.0854984629925,1.23,1.7577642384296803,1.573484867362159,-0.830388052604222,4.345916529463583
2,2,uncalibrated,46,3,306.36,306.4762213771111,1.0745534411628408,304.7087382520612,308.24370450216094,947.21,1029.7492886241187,375.30641934673315,412.4251635434747,1647.0734137047625,7.22,8.119371225956407,1.8761590522288465,5.033364204159954,11.20537824775286
2,2,uncalibrated,47,4,302.67,306.7344666196702,1.7701418110987546,303.8228424414659,309.6460907978744,1366.98,1384.4827594359663,347.58907236890974,812.7496130612676,1956.215905810665,10.28,11.825448000120275,1.9339272802115601,8.644420699003895,15.006475301236655
2,2,uncalibrated,48,1,312.73,312.26127663864185,1.2772373314986865,310.1604081814484,314.3621450958353,46.91,44.15695208531827,233.67747475739836,-340.20828980624935,428.5221939768859,1.25,1.5117448574433467,1.6213859840957692,-1.1551977591848601,4.178687474071554
2,2,uncalibrated,49,4,310.89,310.2475630161533,2.0521749895718617,306.87203554141695,313.6230904908897,93.48,239.0269995342088,437.5289689990837,-480.6441120202719,958.6981110886895,4.63,4.583446301205134,2.699277539615684,0.1435298500196316,9.023362752390636
2,2,uncalibrated,50,3,307.08,305.74965679338317,1.9965432907528025,302.4656353202228,309.0336782665435,130.32,325.8517239673381,397.18429112738124,-327.45829786168406,979.1617457963603,7.26,9.76702847690515,2.2838442520554745,6.010438975519432,13.523617978290869
2,2,uncalibrated,51,3,306.76,307.1404494886688,0.6992977274932632,305.9902070852826,308.29069189205507,1543.82,1799.3792200080247,207.50795481139656,1458.059007915217,2140.6994321008324,10.96,10.603441571559566,1.5186322199951094,8.105513856495245,13.101369286623887
2,2,uncalibrated,52,3,310.33,310.44430090245567,0.9499370082553742,308.8817935690514,312.0068082358599,570.52,646.7150552666362,272.5990595348625,198.32950348715758,1095.1006070461149,5.7,6.075944282216707,1.8132994130473057,3.0933321659168715,9.058556398516542
