repeat,partition_seed,method,n_observations,T_RMSE,T_MAE,T_R2,T_NLL,T_CRPS,T_NRMSE,T_NMAE,T_normalized_NLL,T_normalized_CRPS,T_normalization_location,T_normalization_scale,P_RMSE,P_MAE,P_R2,P_NLL,P_CRPS,P_NRMSE,P_NMAE,P_normalized_NLL,P_normalized_CRPS,P_normalization_location,P_normalization_scale,TD_RMSE,TD_MAE,TD_R2,TD_NLL,TD_CRPS,TD_NRMSE,TD_NMAE,TD_normalized_NLL,TD_normalized_CRPS,TD_normalization_location,TD_normalization_scale,macro_NRMSE,macro_NMAE,macro_R2,macro_normalized_NLL,macro_normalized_CRPS,macro_raw_RMSE,macro_raw_MAE,macro_raw_NLL,macro_raw_CRPS,n_samples,n_targets
3,3,Model Selection,100,1.1523094890501697,0.804176243813713,0.8702723099431013,2.787273120323034,0.631761177927543,0.36017730363933065,0.2513613173370453,1.6243460817748658,0.19746955116850798,309.1309,3.1992840120877055,210.10666112421495,127.54154887696244,0.8905913424005474,6.8431353571712945,104.7713925123586,0.330769795476329,0.20078797983385305,0.38918741777173727,0.16494104417086944,665.2589999999999,635.2051003376783,1.8673355656409354,1.183557905607516,0.6854350020927262,2.9783881324766908,0.9512443627831726,0.5608609434675174,0.35548586756533335,1.7755932720636194,0.2857096606498823,6.043099999999999,3.3294091653024567,0.41726934752772565,0.2692117215787439,0.815432884812125,1.2630422572034075,0.21604008532975325,71.04210205963535,43.17642767546122,4.202932203323673,35.451466017689775,100,3
3,3,Model Selection + Bagging,100,1.4015048763553972,0.9528211500955405,0.8080961733085812,1.6383002657233763,0.7185434292644574,0.43806828998618325,0.29782324623120077,0.47537322717520747,0.2245950739445508,309.1309,3.1992840120877055,234.64410367969595,144.32382569611008,0.8635444080854302,6.971390010667904,123.40109278593161,0.3693989603593513,0.22720822867981824,0.5174420712683502,0.19426968190326396,665.2589999999999,635.2051003376783,1.7432892318266175,1.204211922995876,0.7258397082101636,1.8663371201196841,0.9054389182718555,0.5236031816078245,0.36168937586452543,0.6635422597066118,0.2719518308857668,6.043099999999999,3.3294091653024567,0.443690143984453,0.29557361692518147,0.7991600965347251,0.5521191860500565,0.23027219557786052,79.26296592929266,48.82695292306716,3.4920091321703217,41.67502504448931,100,3
4,4,Single GP,100,1.206650258791243,0.8500467377877231,0.8577483772511133,3.97462478287562,0.6828942584526055,0.37716259457810325,0.2656990547185029,2.8116977443274505,0.21345221489322544,309.1309,3.1992840120877055,233.9999903023487,137.62429314607434,0.864292538849891,8.41144850636227,115.52384928790875,0.36838493610639,0.21666119033507833,1.9575005669627137,0.18186857949738702,665.2589999999999,635.2051003376783,2.2058714737418867,1.5977336039804306,0.5610388677390177,2.6479221872897964,1.2074698964466466,0.6625414192795666,0.47988502603743066,1.4451273268767242,0.36266791989111247,6.043099999999999,3.3294091653024567,0.46936298332135323,0.32074842369700396,0.7610265946133407,2.071441879388963,0.252662904760575,79.13750401162729,46.690691162614165,5.011331825509228,39.138071147602666,100,3
4,4,Model Selection,100,1.2074836802990931,0.8065904940363692,0.857551805786194,2.356429385161291,0.6351084372838535,0.3774230970857585,0.25211593937545584,1.193502346613123,0.198515803812432,309.1309,3.1992840120877055,213.92120735107824,125.33429112401797,0.8865825891055055,7.216992003129759,107.4860614351092,0.33677501524681797,0.1973131057313452,0.7630440637302057,0.16921473297045175,665.2589999999999,635.2051003376783,2.032959348320238,1.390414345790332,0.6271595294604122,3.069563068755784,1.0953862747570817,0.6106066414145753,0.41761594227605864,1.8667682083427133,0.32900320158083446,6.043099999999999,3.3294091653024567,0.4416015845823839,0.2890149957942865,0.7904313081173706,1.2744382062286805,0.23224457945457275,72.38721679323253,42.51043198794822,4.214328152348945,36.40551871571671,100,3
4,4,Model Selection + Bagging,100,1.3381139594333207,0.9369734330851998,0.8250634282652287,1.6439395879600724,0.6949444159665442,0.4182541951191539,0.2928697263341035,0.48101254941190424,0.21721873186027515,309.1309,3.1992840120877055,237.5731132437605,150.5629424606037,0.8601164567021542,6.915789863928575,123.54303051073268,0.3740100844868302,0.23703043691016287,0.4618419245290194,0.1944931337060369,665.2589999999999,635.2051003376783,1.8337266440188476,1.3013852982800527,0.6966563911856629,1.9449674800042045,0.9731018210450755,0.5507663831556324,0.3908757481184595,0.7421726195911333,0.2922746267374665,6.043099999999999,3.3294091653024567,0.4476768875872055,0.30692530378757527,0.7939454253843486,0.561675697844019,0.23466216410125953,80.24831794907088,50.93376706398965,3.501565643964284,41.73702558258143,100,3
5,5,Single GP,100,1.0521817351159015,0.7190121848858178,0.8918376969889583,3.4569380999880868,0.5749776253797473,0.32888037796597375,0.22474159285927958,2.2940110614399183,0.17972071976333964,309.1309,3.1992840120877055,222.6388960779379,134.21153442327648,0.87715029250903,7.6914469482692915,109.03691549846516,0.35049922609182743,0.21128850248829703,1.2374990088697404,0.17165623424701806,665.2589999999999,635.2051003376783,2.356240624971915,1.6160285499058333,0.49915316038997215,4.4961350200749335,1.2910714020520597,0.7077053338855289,0.4853799787503821,3.293340159661863,0.38777793234517455,6.043099999999999,3.3294091653024567,0.46236164598111,0.30713669136598626,0.7560470499626536,2.274950076657174,0.24638496211851077,75.34910614600857,45.51552505268938,5.214840022777437,36.967654841965654,100,3
5,5,Model Selection,100,1.2349856264224344,0.8428193621104885,0.8509890393183817,2.543544166903524,0.6528412288429962,0.3860193786348275,0.263439994363146,1.3806171283553559,0.20405854134124912,309.1309,3.1992840120877055,214.21039911650692,133.89825427522524,0.8862757326530976,8.002588030157671,108.40742670661015,0.3372302883000019,0.21079530722288628,1.5486400907581166,0.17066523340096007,665.2589999999999,635.2051003376783,2.2393094077600875,1.5867146506017187,0.5476299251049956,4.3997453014387595,1.2511666834630224,0.6725846228505412,0.4765754438167935,3.196950441025689,0.37579240680361453,6.043099999999999,3.3294091653024567,0.46527809659512354,0.3169369151342753,0.7616315656921584,2.0420692200463875,0.2501720605152746,72.56156471689648,45.44259609597915,4.981959166166652,36.77047820630539,100,3
5,5,Model Selection + Bagging,100,1.3306225226547348,0.8948275726474588,0.8270167114885563,1.6108433045048853,0.6840674238440048,0.41591259720215706,0.2796961974199769,0.4479162659567168,0.21381891112493442,309.1309,3.1992840120877055,236.13260985448576,154.3424956945707,0.86180765667507,6.919792261098008,126.01999014086334,0.3717423076876372,0.24298056739865811,0.4658443216984543,0.19839259803466686,665.2589999999999,635.2051003376783,1.9376624419567257,1.3787337601058396,0.661294771172064,1.9644445100033547,1.0141688727395017,0.5819838733400918,0.4141076364162016,0.7616496495902838,0.30460926320161985,6.043099999999999,3.3294091653024567,0.456546259409962,0.31226146707827884,0.78337304644523,0.5584700790818183,0.23894025745374037,79.8002982730324,52.20535234244133,3.4983600252020826,42.57274214581562,100,3
6,6,Single GP,100,1.431990229625064,0.9583475465714071,0.7996568406218054,3.1883445728322086,0.7665756608041238,0.4475970949170632,0.2995506316258659,2.025417534284041,0.2396085054992951,309.1309,3.1992840120877055,221.68806758412495,135.59565960720755,0.8781973653708963,7.928140115221523,111.33618036378014,0.3490023418676494,0.21346752337965216,1.47419217582197,0.17527595465558016,665.2589999999999,635.2051003376783,2.182301393522642,1.507598771644632,0.5703694865419093,2.3121706606860535,1.1474221650876806,0.655462061036404,0.45281270543618385,1.1093758002729823,0.3446323681227218,6.043099999999999,3.3294091653024567,0.48402049927370555,0.32194362014723393,0.7494078975115371,1.5363285034596643,0.25317227609253234,75.10078640242422,46.020535308474535,4.476218449579928,37.75005939655731,100,3
6,6,Model Selection,100,1.2976210952245848,0.8823828763313765,0.8354907952449914,2.4075333536386703,0.6840150271546187,0.4055973431311018,0.2758063594846567,1.2446063150905027,0.21380253349506836,309.1309,3.1992840120877055,210.3998752376692,125.93784525648618,0.8902857590640862,7.716803880297063,106.05569191874264,0.3312314008905464,0.19826327778151806,1.2628559408975084,0.16696290987330373,665.2589999999999,635.2051003376783,2.016758621623704,1.3230150643100487,0.633078210459479,2.765566740325423,1.044300041105286,0.6057406949681696,0.39737232602645906,1.5627718799123531,0.31365926783301123,6.043099999999999,3.3294091653024567,0.44752314632993934,0.29048065443087795,0.7862849215895188,1.356744711966788,0.23147490373379442,71.23808498483915,42.71441439904254,4.296634658087052,35.92800232900085,100,3
6,6,Model Selection + Bagging,100,1.3016885437921322,0.8973149841529994,0.8344578566711518,1.6810206397465266,0.6788086285619152,0.40686870527093644,0.2804736874759215,0.5180936011983577,0.21217516981837306,309.1309,3.1992840120877055,209.28957966702416,128.91039678715708,0.8914406439863762,6.827510673833218,111.75832866448224,0.32948346849822946,0.2029429497946846,0.373562734433661,0.1759405404727872,665.2589999999999,635.2051003376783,1.8546634748687865,1.2754316803869452,0.6896899102530837,1.9302578170888154,0.9594523809714098,0.557054835493703,0.3830804857747426,0.7274629566757435,0.2881749683909005,6.043099999999999,3.3294091653024567,0.43113566975428963,0.28883237434844955,0.805196136970204,0.539706430769254,0.22543022622735362,70.81531056189503,43.69438115056568,3.47959637688952,37.798863224671855,100,3
7,7,Single GP,100,1.2431982734139537,0.8621240374204029,0.8490006057075978,3.8109206625763306,0.7036277867900954,0.38858640518217075,0.26947405549587966,2.6479936240281616,0.2199328925258312,309.1309,3.1992840120877055,242.48612518045204,137.69696243714782,0.8542710504738238,7.9178583067309285,116.98034411986336,0.38174461296287615,0.21677559321225118,1.4639103673313734,0.1841615315394602,665.2589999999999,635.2051003376783,1.9424896851579347,1.350750637679682,0.6596050556595403,2.120412431377645,1.0143238103778343,0.58343375317208,0.40570280509724443,0.9176175709645729,0.30465579927773434,6.043099999999999,3.3294091653024567,0.4512549237723757,0.29731748460179175,0.787625570613654,1.6765071874413693,0.23625007444767523,81.89060437967464,46.636612370749305,4.616397133561635,39.56609857234376,100,3
7,7,Model Selection,100,1.3339669517553934,0.9264340183133322,0.8261460552619028,2.8151774460303103,0.7181530496993577,0.4169579651932521,0.2895754221297734,1.652250407482142,0.2244730530287382,309.1309,3.1992840120877055,210.38674669752803,121.97752388219749,0.8902994505444245,7.488285601519992,102.88671595972522,0.331210732699856,0.19202856497429507,1.0343376621204388,0.16197400793071426,665.2589999999999,635.2051003376783,1.9875651747352892,1.2984622643547241,0.6436240272446606,3.3030485012607147,1.041650029761107,0.5969723383502283,0.3899978043812366,2.100253640847644,0.31286332740856726,6.043099999999999,3.3294091653024567,0.4483803454144455,0.29053393049510173,0.7866898443503293,1.5956139034834085,0.2331034627893399,71.23609294133958,41.40080672162185,4.535503849603672,34.882173013061895,100,3
7,7,Model Selection + Bagging,100,1.4405992445732416,0.9998852481186299,0.7972407042935885,1.6748614809742397,0.7438626171991245,0.45028801417138725,0.3125340683542973,0.5119344424260707,0.23250909090553484,309.1309,3.1992840120877055,254.4158425382885,156.26041285180426,0.8395793211724683,6.935646527624378,126.3661908446607,0.40052550334221143,0.2459999341452634,0.4816985882248229,0.19893761995532408,665.2589999999999,635.2051003376783,1.8499653490182646,1.2960291966589017,0.6912600380641992,1.9261261405789605,0.9576962252725434,0.555643736521704,0.3892670237607056,0.7233312801658889,0.2876475007197089,6.043099999999999,3.3294091653024567,0.4688190846784342,0.31593367542008877,0.7760266878434187,0.5723214369389275,0.23969807052685596,85.90213571062667,52.8521090988606,3.5122113830591926,42.68924989571079,100,3
8,8,Single GP,100,1.21116956979859,0.8160489326867532,0.8566808214793518,3.7491420049965916,0.6580174735216644,0.378575195331982,0.25507236294230634,2.5862149664484235,0.20567647981095388,309.1309,3.1992840120877055,202.62869248437264,118.19199021347438,0.8982407421477854,7.671221758418118,100.32763647486148,0.31899726934915074,0.1860690195192748,1.217273819018565,0.1579452627529702,665.2589999999999,635.2051003376783,2.0330698370721816,1.462168053453167,0.6271190015494756,2.481644111365978,1.1097709154455,0.6106398271080298,0.4391674260680235,1.2788492509529066,0.3333236800724322,6.043099999999999,3.3294091653024567,0.43607076392972083,0.29343626950986823,0.7940135217255376,1.6941126788066316,0.23231514087878544,68.62431063041447,40.15673573320477,4.634002624926896,34.03180828794288,100,3
8,8,Model Selection,100,1.1723280980283028,0.8139750534248895,0.865725743304812,2.5024588757648663,0.6293747455702016,0.36643451897329227,0.2544241306334435,1.3395318372166962,0.19672362415848813,309.1309,3.1992840120877055,210.42067066010287,130.15051758168923,0.890264070203897,7.1305237413976235,106.19999946121901,0.3312641390131189,0.2048952653442181,0.6765758019980705,0.16719009246739758,665.2589999999999,635.2051003376783,1.8955846340583056,1.3638962571073896,0.6758455278426485,2.6025894747905998,1.055285516055485,0.5693456526200508,0.4096511391033815,1.3997946143775288,0.3169587946874109,6.043099999999999,3.3294091653024567,0.4223481035354873,0.28965684502701433,0.8106117804504525,1.1386340845307652,0.22695750377109883,71.16286113072984,44.109462964073835,4.07852403065103,35.961553240948234,100,3
8,8,Model Selection + Bagging,100,1.2951918186485187,0.8690406104833158,0.8361061740757212,1.5635622359370973,0.6558336884955093,0.40483802430636223,0.27163596829786296,0.40063519738892894,0.20499389426434267,309.1309,3.1992840120877055,225.76353215152417,136.14856132337147,0.8736778149725795,6.889479975642158,115.51252756646872,0.3554183239893808,0.21433795360111899,0.4355320362426027,0.18185075577173676,665.2589999999999,635.2051003376783,1.7999425374010345,1.3213575783327725,0.707730874751457,1.902963587650119,0.9534453680381558,0.5406192054011243,0.3968744941605083,0.7001687272370468,0.2863707404828812,6.043099999999999,3.3294091653024567,0.43362518456562243,0.2942828053531634,0.8058382879332525,0.5121119869561929,0.22440513017298688,76.28622216919125,46.11298650406252,3.452001933076458,39.04060220766746,100,3
9,9,Single GP,100,1.3618120061090664,0.9285229229146529,0.8188122941772251,4.482557154778463,0.766164747062939,0.4256614920600347,0.29022835090803395,3.3196301162302944,0.23948006621737072,309.1309,3.1992840120877055,234.99604408841233,144.74004272399645,0.8631347642752583,7.888913559094415,117.01796137841407,0.36995301826683574,0.22786347692588083,1.434965619694858,0.1842207521888705,665.2589999999999,635.2051003376783,2.141223917398963,1.4673973278638557,0.5863911430361841,2.288056240622913,1.1180428591924978,0.6431242935574865,0.4407380574176294,1.085261380209841,0.33580818808460583,6.043099999999999,3.3294091653024567,0.47957960129478555,0.31960996175051476,0.7561127338295558,1.9466190387116644,0.2531696688302823,79.4996933373068,49.04532099159166,4.88650898483193,39.634056328223174,100,3
9,9,Model Selection,100,1.413447495267775,0.9997487053830247,0.8048117053164835,3.12553010690021,0.7824539739254456,0.44180119361938874,0.3124913892001213,1.9626030683520423,0.2445715888208537,309.1309,3.1992840120877055,216.77813230736203,132.26072806189032,0.8835329736108398,7.525404764479244,109.62758947227641,0.3412726569609118,0.20821735844309144,1.071456825079691,0.1725861291321462,665.2589999999999,635.2051003376783,2.1756798951562657,1.4704949380170198,0.5729726851057694,3.0020590036010235,1.1607897321856782,0.6534732702216907,0.4416684357518533,1.7992641431879497,0.3486473649087307,6.043099999999999,3.3294091653024567,0.4788490402673304,0.320792394465022,0.7537724546776975,1.6111080122065609,0.2552683609539102,73.45575323259536,44.910323901763455,4.550997958326826,37.190277726129175,100,3
9,9,Model Selection + Bagging,100,1.4330473599190732,0.9926610395413269,0.7993609349760213,1.666139823293412,0.7341418000555682,0.44792752206576764,0.3102759979391645,0.5032127847452448,0.22947065570977593,309.1309,3.1992840120877055,264.25840052115853,163.2231009099016,0.8269268688169951,6.983088784083637,130.99545737352918,0.4160205898546426,0.25696125680214355,0.5291408446840848,0.20622544954990332,665.2589999999999,635.2051003376783,1.9753019734285102,1.3783762770241816,0.6480081128849997,1.9615441425101727,1.0140204519559284,0.5932890417958184,0.41400026508876536,0.7587492820971018,0.30456468448623686,6.043099999999999,3.3294091653024567,0.4857457179054096,0.3270791732766911,0.758098638892672,0.5970343038421438,0.24675359658197205,89.22224995150204,55.19804607548904,3.536924249962407,44.24787320851356,100,3
